Date,Value
2024-10-17,136883.62726310952
2024-10-18,137698.3970679662
2024-10-21,141508.3869359737
2024-10-22,138591.73898516828
2024-10-23,139079.51907176946
2024-10-24,138170.73170896777
2024-10-25,138156.15878401374
2024-10-28,137457.64712910002
2024-10-29,139992.07128694994
2024-10-30,141611.8149739307
2024-10-31,140962.18148668678
2024-11-01,139388.32719792865
2024-11-04,138285.0630689404
2024-11-05,138520.32220879162
2024-11-06,137407.18003480314
2024-11-07,136747.7202611212
2024-11-08,137410.41228075552
2024-11-11,139817.32642022346
2024-11-12,139341.5158762695
2024-11-13,141180.75201174343
2024-11-14,140917.81549185666
2024-11-15,141468.15909578797
2024-11-18,139960.80291848618
2024-11-19,141391.90898319762
2024-11-20,141495.00520273412
2024-11-21,142295.648679521
2024-11-22,143170.82888345906
2024-11-25,145088.02949034612
2024-11-26,147313.51682891662
2024-11-27,146535.31313395954
2024-11-28,145694.65006522226
2024-11-29,146045.10411994357
2024-12-02,147642.38551362423
2024-12-03,149151.03121934156
2024-12-04,151096.10772265398
2024-12-05,151142.5120843314
2024-12-06,151836.04712697744
2024-12-09,154745.67814529187
2024-12-10,156622.19315172592
2024-12-11,153911.89365524895
2024-12-12,153113.77519658871
2024-12-13,153650.50702345578
2024-12-16,153095.96384997803
2024-12-17,159683.11832517548
2024-12-18,161723.3081293129
2024-12-19,161482.37537155455
2024-12-20,158687.12217917602
2024-12-23,162987.3215106394
2024-12-24,162816.56465880625
2024-12-25,162334.84923011405
2024-12-26,161696.70933846847
2024-12-27,160484.86418629505
2024-12-30,159159.50465246112
2024-12-31,156710.83287920107
2025-01-01,158695.7414794421
2025-01-02,160886.48221385284
2025-01-03,160298.1660070174
2025-01-06,163091.00691139366
2025-01-07,162978.23312364751
2025-01-08,161037.60892649053
2025-01-09,160011.49571226377
2025-01-10,160160.99165935148
2025-01-13,158431.07312008578
2025-01-14,161295.75600803527
2025-01-15,164395.14387359156
2025-01-16,166102.63922710047
2025-01-17,165732.08319048584
2025-01-20,168973.23262437023
2025-01-21,168788.22107063347
2025-01-22,166589.97163073867
2025-01-23,167718.03400176074
2025-01-24,165474.97579150018
2025-01-27,163952.69280569052
2025-01-28,163129.64080865498
2025-01-29,164318.05677573147
2025-01-30,164340.30611380993
2025-01-31,165148.6986243249
2025-02-03,166390.99279839607
2025-02-04,168911.2414958287
2025-02-05,173190.58212176495
2025-02-06,173260.075347803
2025-02-07,172838.6063544856
2025-02-10,176594.21631888757
2025-02-11,176617.5749346694
2025-02-12,173714.29654345504
2025-02-13,175772.76656380814
2025-02-14,177169.009829216
2025-02-17,178324.5865594275
2025-02-18,180290.84240004534
2025-02-19,178959.9762008084
2025-02-20,180001.53579180336
2025-02-21,179871.51331478587
2025-02-24,175601.13266262758
2025-02-25,173939.75485587673
2025-02-26,175445.93455881745
2025-02-27,176527.64135333613
2025-02-28,175485.5043960455
2025-03-03,176938.29128000824
2025-03-04,172397.85530659463
2025-03-05,171481.96338738585
2025-03-06,172365.88999442267
2025-03-07,172906.18689815386
2025-03-10,172901.17412374748
2025-03-11,172355.43150280626
2025-03-12,174946.3741408424
2025-03-13,177367.2025724883
2025-03-14,176228.20813696776
2025-03-17,181142.21512548896
2025-03-18,178001.73239463734
2025-03-19,172384.76292317177
2025-03-20,169723.77585001796
2025-03-21,169120.4141361
2025-03-24,163761.25528718022
2025-03-25,166519.35847684587
2025-03-26,163553.87535338293
2025-03-27,164875.53630036386
2025-03-28,165484.4681307591
2025-03-31,159043.48199534914
2025-04-01,158838.23428831474
2025-04-02,162473.7790633171
2025-04-03,160668.5919068975
2025-04-04,160554.02584422746
2025-04-07,151992.7137393158
2025-04-08,153221.6931524779
2025-04-09,149348.2506329966
2025-04-10,150115.46305133143
2025-04-11,152691.8030290767
2025-04-14,160040.91756782896
2025-04-15,163208.02770310183
2025-04-16,164403.6742269822
2025-04-17,164170.3147863714
2025-04-18,164170.32142221657
2025-04-21,160080.01255181644
2025-04-22,158115.09877719177
2025-04-23,161433.92918118523
2025-04-24,165260.7044995149
2025-04-25,166197.91790658867
2025-04-28,166223.32360112175
2025-04-29,167749.25310450804
2025-04-30,167453.95356293322
2025-05-01,166752.7234639559
2025-05-02,167887.56639486825
2025-05-05,169840.80371274147
2025-05-06,168969.74883286218
2025-05-07,174383.6592651854
2025-05-08,176542.84917966364
2025-05-09,176831.7408638684
2025-05-12,179225.83342947884
2025-05-13,179008.23354678813
2025-05-14,183361.66641177263
2025-05-15,183899.73704042233
2025-05-16,183223.23079965665
2025-05-19,187530.27054665866
2025-05-20,187250.2118301242
2025-05-21,186490.855656835
2025-05-22,184387.37887181263
2025-05-23,181843.14907641232
2025-05-26,187432.96217753665
2025-05-27,189813.951035159
2025-05-28,193082.95999434884
2025-05-29,196970.09876692167
2025-05-30,196947.04772014805
2025-06-02,196090.35880565914
2025-06-03,197302.49303997893
2025-06-04,196200.67890600502
2025-06-05,200212.8916449283
2025-06-06,199793.0516337909
2025-06-09,200937.7810692835
2025-06-10,200767.68074312992
2025-06-11,201748.91667800694
2025-06-12,196602.5172636287
2025-06-13,192658.87264179238
2025-06-16,198499.6368851218
2025-06-17,206677.6660962073
2025-06-18,209902.2145216713
2025-06-19,215825.84523463892
2025-06-20,214448.2430195498
2025-06-23,216342.02794604542
2025-06-24,220174.05253257253
2025-06-25,229031.47900566805
2025-06-26,224800.64747676387
2025-06-27,225550.87849599143
2025-06-30,222746.92455098024
2025-07-01,222437.36052431993
2025-07-02,224278.25673909398
2025-07-03,225044.83161823603
2025-07-07,228108.83906035314
2025-07-08,224240.03570782172
2025-07-09,230272.00327076862
2025-07-10,233884.3632362828
2025-07-11,234303.33035594114
2025-07-14,225343.88892207496
2025-07-15,227336.41298743495
2025-07-16,227858.64546136395
2025-07-17,231451.65556702585
2025-07-18,231239.566675559
2025-07-21,234470.67096842715
2025-07-22,235905.94662593468
2025-07-23,241170.6698531023
2025-07-24,241472.87259392775
2025-07-25,241292.00661127595
2025-07-28,238910.97243406792
2025-07-29,239207.8661886636
2025-07-30,236448.34984258946
2025-07-31,226165.0923073107
2025-08-01,225130.68897051548
2025-08-04,220518.50741584983
2025-08-05,214315.36209879952
2025-08-06,213217.10026151137
2025-08-07,210949.71502080944
2025-08-08,211215.82751113444
2025-08-11,215485.46055031352
2025-08-12,211121.45631680248
2025-08-13,217177.36251701016
2025-08-14,223033.0489961849
2025-08-15,222890.55870566808
2025-08-18,224701.42213524217
2025-08-19,224093.40803819508
2025-08-20,220755.72238526508
2025-08-21,224183.72185069637
2025-08-22,224475.90490838466
2025-08-25,229724.07089015652
2025-08-26,232723.80212625628
2025-08-27,234226.82120777722
2025-08-28,234031.03242310433
2025-08-29,234305.77681136457
2025-09-01,226674.2191876299
2025-09-02,220459.526244805
2025-09-03,223192.92080268817
2025-09-04,229647.28931570932
2025-09-05,229352.97510814344
2025-09-08,230665.58305109505
2025-09-09,234642.12959107273
2025-09-10,231128.41979278394
2025-09-11,225878.8535803061
2025-09-12,225881.5626968109
2025-09-15,219449.62451120504
2025-09-16,219758.62315016455
2025-09-17,212294.31501325738
2025-09-18,213984.44123008137
2025-09-19,213912.74074318452
2025-09-22,214483.25908816434
2025-09-23,213561.28460499796
2025-09-24,214061.32414811297
2025-09-25,212740.38582474465
2025-09-26,212997.64382870786
2025-09-29,222841.95245656386
2025-09-30,228673.5746713825
2025-10-01,229399.0689627942
2025-10-02,228539.77996832205
2025-10-03,228411.65549950564
2025-10-06,229339.36696247934
2025-10-07,231443.58991080674
2025-10-08,233400.4296256374
2025-10-09,238697.47877811315
2025-10-10,239984.89582041395
2025-10-13,239230.81334761233
2025-10-14,238040.48877844412
2025-10-15,230194.2355917854
2025-10-16,229433.32564765317
2025-10-17,228616.16384269117
2025-10-20,225550.79663130987
2025-10-21,228883.90877921408
2025-10-22,228224.19158505445
2025-10-23,231685.00447973414
2025-10-24,231997.56931578444
2025-10-27,232335.74877170322
2025-10-28,232527.02183667943
2025-10-29,233891.52001520584
2025-10-30,240827.64903335602
2025-10-31,240557.5359695334
2025-11-03,247264.73677365264
2025-11-04,246842.81359488863
2025-11-05,253795.2846646862
2025-11-06,256718.82429700674
2025-11-07,255541.9537786973
2025-11-10,264520.3730927858
2025-11-11,263789.18422633986
2025-11-12,272038.97719213297
2025-11-13,274685.48071630794
2025-11-14,272733.29912503966
2025-11-17,278241.29025508737
2025-11-18,270542.48186165624
2025-11-19,270133.3746235923
2025-11-20,265472.25537003315
2025-11-21,267928.0430995716
2025-11-24,272304.39473742497
2025-11-25,264085.131741483
2025-11-26,261360.64568928964
2025-11-27,262927.8475246706
2025-11-28,263224.9996870166
2025-12-01,260350.89764934577
2025-12-02,268871.86187519983
2025-12-03,264210.86790665705
2025-12-04,267473.173729761
2025-12-05,266836.7861617535
2025-12-08,274868.1185657152
2025-12-09,273462.04411218845
2025-12-10,278142.9759722255
2025-12-11,277792.2546964538
2025-12-12,280167.317146288
2025-12-15,275761.1293820592
2025-12-16,278050.52276816283
2025-12-17,280813.4405945117
2025-12-18,283686.63483613805
2025-12-19,285565.3369003006
2025-12-22,291147.1732100095
2025-12-23,295280.3553312454
2025-12-24,297445.5381939884
2025-12-25,284557.8537759015
2025-12-26,285200.8824900054
2025-12-29,288352.27135603584
2025-12-30,290924.35756911966
2025-12-31,275047.1150167529
2026-01-01,281213.4817475554
2026-01-02,280359.91443316214
2026-01-05,288663.7197033208
2026-01-06,295324.58518125874
2026-01-07,289822.7678798799
2026-01-08,290169.32338781527
2026-01-09,293332.8026091963
2026-01-12,294953.6792791835
2026-01-13,297312.3322592183
2026-01-14,302360.6794470518
2026-01-15,300405.7386695832
2026-01-16,301116.1967722283
2026-01-19,304825.3752192455
2026-01-20,304291.9960286746
2026-01-21,302481.88632613764
2026-01-22,311561.8105231123
2026-01-23,319615.6163444512
2026-01-26,324222.2081932215
2026-01-27,322434.03857566725
2026-01-28,320250.1067187282
2026-01-29,324315.20126552443
2026-01-30,325915.59743722057
2026-02-02,319964.5081492086
2026-02-03,334536.6713744931
2026-02-04,333902.51016349957
2026-02-05,322134.9926312205
2026-02-06,321603.2223335695
2026-02-09,334401.0686661807
2026-02-10,341218.80016438605
2026-02-11,340060.94732696755
2026-02-12,343564.50604797836
2026-02-13,346337.766256634
2026-02-16,349453.8714077651
2026-02-17,359652.0495106073
2026-02-18,369090.6405942066
2026-02-19,361978.6264945054
2026-02-20,359360.6014490249
2026-02-23,371255.0788127412
2026-02-24,357313.9029043226
2026-02-25,362846.98188267724
2026-02-26,364425.37547356426
2026-02-27,362210.134828027
2026-03-02,379324.86710192077
2026-03-03,384873.4704824179
2026-03-04,381071.2951892467
2026-03-05,395575.44628614985
2026-03-06,389365.6476131727
2026-03-09,369296.0469690902
2026-03-10,360922.8507096865
2026-03-11,371087.09793269867
2026-03-12,363349.879839012
2026-03-13,366426.1695825171
2026-03-16,379947.7387355171
2026-03-17,390616.3230098185
2026-03-18,400734.567591127
2026-03-19,407152.6118005397
2026-03-20,408590.62660459965
2026-03-23,401112.2090799573
2026-03-24,393924.4459909774
2026-03-25,392214.0145401322
2026-03-26,390703.1563059446
2026-03-27,370573.2956900975
2026-03-30,364650.28031778627
2026-03-31,356148.31446652324
2026-04-01,357167.67125112895
2026-04-02,359418.8194547749
2026-04-03,357665.68377008016
2026-04-06,359731.1574427528
2026-04-07,357939.1970929312
2026-04-08,358075.96516653337
2026-04-09,381925.9850315416
2026-04-10,395272.6747761751
2026-04-13,390066.65105985635
2026-04-14,387307.11540704884
2026-04-15,337462.78795539687
2026-04-16,396189.00234853546
