,Value
2020-09-08,168690.25615200432
2020-09-09,176753.1825001581
2020-09-10,174164.04248458744
2020-09-11,171710.56478113474
2020-09-14,178452.61289420992
2020-09-15,179502.3605336824
2020-09-16,177357.9214404733
2020-09-17,175704.9661964003
2020-09-18,177040.51113027512
2020-09-21,178831.62619983102
2020-09-22,181929.4021242911
2020-09-23,176298.37240051213
2020-09-24,175746.18231314688
2020-09-25,179694.07362817138
2020-09-28,181642.33010565653
2020-09-29,180271.24345359494
2020-09-30,181189.15248483687
2020-10-01,185351.21655179
2020-10-02,180552.54084969463
2020-10-05,185676.15476030385
2020-10-06,182860.36473255514
2020-10-07,187147.85894546573
2020-10-08,186182.95745404455
2020-10-09,189083.63447570757
2020-10-12,193555.95356808061
2020-10-13,194993.86820520955
2020-10-14,192469.19095576002
2020-10-15,192239.42807965126
2020-10-16,191307.9384121047
2020-10-19,187477.72016307467
2020-10-20,187428.25818630678
2020-10-21,185591.60417094996
2020-10-22,185734.16775731754
2020-10-23,186236.67648065835
2020-10-26,184518.82427255306
2020-10-27,187094.49773921914
2020-10-28,180052.02599747895
2020-10-29,181099.6455511544
2020-10-30,173704.19482068854
2020-11-02,174081.04738962278
2020-11-03,179312.36776653357
2020-11-04,182677.18340789556
2020-11-05,192993.87176083712
2020-11-06,193516.4504979827
2020-11-09,175416.18985034004
2020-11-10,168119.70558958416
2020-11-11,174025.97916363244
2020-11-12,176005.01342873945
2020-11-13,175122.8694028954
2020-11-16,175748.57390056108
2020-11-17,182652.00446327863
2020-11-18,185895.54014130286
2020-11-19,187937.20820922087
2020-11-20,191473.54316611198
2020-11-23,198261.1911754972
2020-11-24,200836.15821023885
2020-11-25,205633.84751149447
2020-11-26,205633.84977846002
2020-11-27,210811.12944385185
2020-11-30,201580.669208671
2020-12-01,197764.0981815294
2020-12-02,196926.22995642477
2020-12-03,199267.6986128103
2020-12-04,199846.9801403731
2020-12-07,202401.79069047002
2020-12-08,205331.67107368604
2020-12-09,199040.4974096349
2020-12-10,200165.47987001616
2020-12-11,199819.89865152637
2020-12-14,200355.24344348002
2020-12-15,203838.61883331038
2020-12-16,203851.47607395472
2020-12-17,207304.7744988329
2020-12-18,206628.76283192873
2020-12-21,206070.53214532472
2020-12-22,205760.8711753129
2020-12-23,205907.9307667014
2020-12-24,205070.9800460245
2020-12-28,201731.685134765
2020-12-29,200461.4181175405
2020-12-30,202445.44900148452
2020-12-31,199773.45740271057
2021-01-04,198622.31563278535
2021-01-05,204165.96206213284
2021-01-06,206263.51202049555
2021-01-07,211732.58176649484
2021-01-08,214116.22406693074
2021-01-11,210959.9693154038
2021-01-12,213620.52294480603
2021-01-13,212878.4616954024
2021-01-14,213111.10633364198
2021-01-15,209733.38413613624
2021-01-18,209733.38987903888
2021-01-19,212281.46190310922
2021-01-20,214050.6889954263
2021-01-21,217218.88690611225
2021-01-22,217303.10398645504
2021-01-25,219727.2174413498
2021-01-26,216064.21483679095
2021-01-27,208431.54485365623
2021-01-28,214040.07456500485
2021-01-29,211376.9885983699
2021-02-01,211766.5213763403
2021-02-02,217414.8575712863
2021-02-03,217820.03758619336
2021-02-04,222267.62773194423
2021-02-05,224745.4712896398
2021-02-08,227489.30975962343
2021-02-09,225463.1577294248
2021-02-10,225037.37459311754
2021-02-11,225565.53578377506
2021-02-12,228056.34455931568
2021-02-15,228056.35214267884
2021-02-16,227385.96788902828
2021-02-17,225143.15763012075
2021-02-18,219974.69704268366
2021-02-19,224337.38055268157
2021-02-22,215027.4816853526
2021-02-23,213445.62172136712
2021-02-24,214998.4156395155
2021-02-25,209175.57132172547
2021-02-26,213915.43789290552
2021-03-01,219319.50914893474
2021-03-02,213139.13291471507
2021-03-03,203161.06347187475
2021-03-04,194366.96864992758
2021-03-05,195341.9813319458
2021-03-08,186284.0032875677
2021-03-09,197270.643943292
2021-03-10,198465.1765649576
2021-03-11,209969.7112728672
2021-03-12,207048.325424208
2021-03-15,209678.94770650455
2021-03-16,207521.34958505872
2021-03-17,206995.94934524057
2021-03-18,198676.64866704307
2021-03-19,199748.2478701381
2021-03-22,201249.5736451997
2021-03-23,196066.42573969526
2021-03-24,188887.22658938545
2021-03-25,190046.94016254754
2021-03-26,194326.17109823515
2021-03-29,189636.1304941658
2021-03-30,192399.43002750952
2021-03-31,192545.96618065756
2021-04-01,194475.05851562138
2021-04-05,196601.87233381538
2021-04-06,197504.36501325355
2021-04-07,195690.36084859972
2021-04-08,199550.09152167774
2021-04-09,200889.27351083557
2021-04-12,200355.4555011472
2021-04-13,201738.0069994488
2021-04-14,201765.35786873513
2021-04-15,204643.19919959106
2021-04-16,205367.02728683167
2021-04-19,201166.9072511541
2021-04-20,195609.18624526844
2021-04-21,198379.35997001105
2021-04-22,196563.3662801489
2021-04-23,201251.89470891576
2021-04-26,202482.5385905098
2021-04-27,204116.2856950117
2021-04-28,203543.85712227513
2021-04-29,203518.33263762004
2021-04-30,199262.27030138834
2021-05-03,200538.37675998837
2021-05-04,197981.2529487838
2021-05-05,199296.60429113137
2021-05-06,200377.1687421262
2021-05-07,205188.11965305777
2021-05-10,200836.17094657442
2021-05-11,200599.45593699918
2021-05-12,190004.70726865315
2021-05-13,191690.66780996145
2021-05-14,196605.15385845685
2021-05-17,197149.1970379813
2021-05-18,195012.96887639895
2021-05-19,191849.80069542778
2021-05-20,194081.29710932722
2021-05-21,193333.3127705037
2021-05-24,196705.07835370247
2021-05-25,196279.62472936278
2021-05-26,199141.7772438891
2021-05-27,203396.10958310886
2021-05-28,202973.74969033533
2021-05-31,202973.83257724313
2021-06-01,203079.1671694625
2021-06-02,202553.5561288909
2021-06-03,201235.24025066532
2021-06-04,202237.7377919286
2021-06-07,202371.18217934857
2021-06-08,203815.32304671593
2021-06-09,202124.84233411102
2021-06-10,200616.62122134506
2021-06-11,203057.15904466232
2021-06-14,200784.95769043223
2021-06-15,200270.86239638831
2021-06-16,200135.23291327994
2021-06-17,196717.18568474273
2021-06-18,193619.04242899423
2021-06-21,196818.66146436494
2021-06-22,197827.7422156001
2021-06-23,200495.95584437985
2021-06-24,202269.98508569723
2021-06-25,202947.9790201117
2021-06-28,204116.79744414892
2021-06-29,204492.2926350476
2021-06-30,204308.3711871608
2021-07-01,204214.2774654773
2021-07-02,203792.68392046762
2021-07-05,203792.77438620946
2021-07-06,201871.97642923295
2021-07-07,203143.13348291992
2021-07-08,199572.5937528386
2021-07-09,204545.4089128799
2021-07-12,208056.14401126336
2021-07-13,205527.64921812623
2021-07-14,205126.11609230822
2021-07-15,203392.33249468138
2021-07-16,199373.46238093605
2021-07-19,196338.24577182587
2021-07-20,201137.21031627842
2021-07-21,204643.4965134105
2021-07-22,204554.2720878332
2021-07-23,207163.02218130245
2021-07-26,207499.6984501616
2021-07-27,206032.59927621784
2021-07-28,206818.9752202334
2021-07-29,209583.03726167177
2021-07-30,210733.8922349463
2021-08-02,207545.14025610787
2021-08-03,212495.2333813019
2021-08-04,211457.8920753059
2021-08-05,211861.05776725826
2021-08-06,212687.58068832988
2021-08-09,216576.6624719744
2021-08-10,216938.26867147582
2021-08-11,214613.30012377887
2021-08-12,214810.24737224932
2021-08-13,214096.8954358083
2021-08-16,213520.42522647395
2021-08-17,211035.2058162069
2021-08-18,210012.67995403087
2021-08-19,210304.30852397849
2021-08-20,211472.88534571673
2021-08-23,216170.8580926085
2021-08-24,215416.014568304
2021-08-25,216535.32772016397
2021-08-26,215887.1824042824
2021-08-27,218022.88201859916
2021-08-30,218476.0508078045
2021-08-31,217363.28604616862
2021-09-01,217589.2492632197
2021-09-02,218859.0457249115
2021-09-03,220100.94735812597
2021-09-07,218563.65546444006
2021-09-08,217847.58396521216
2021-09-09,219468.90505969367
2021-09-10,218444.1152650682
2021-09-13,215370.4559296045
2021-09-14,214312.12537331213
2021-09-15,217170.4744821051
2021-09-16,217174.03625602755
2021-09-17,213294.5052103098
2021-09-20,208767.61395374913
2021-09-21,208577.8367638439
2021-09-22,211657.32319961715
2021-09-23,214843.50417308888
2021-09-24,213178.79835449217
2021-09-27,211167.84711314618
2021-09-28,206074.35656836937
2021-09-29,204631.30731211658
2021-09-30,201312.35694286544
2021-10-01,200689.038334775
2021-10-04,196974.39573710045
2021-10-05,199574.85353412817
2021-10-06,198784.39817629918
2021-10-07,201877.890823895
2021-10-08,199632.7131136337
2021-10-11,199210.433730925
2021-10-12,199582.2283223736
2021-10-13,201312.2103637822
2021-10-14,205032.85684490003
2021-10-15,205599.86475669703
2021-10-18,209455.089812067
2021-10-19,210170.5017070579
2021-10-20,210123.22073052186
2021-10-21,211488.417597794
2021-10-22,211408.28130423877
2021-10-25,212377.11842944918
2021-10-26,211919.9516937653
2021-10-27,211831.90538002714
2021-10-28,215550.0834092273
2021-10-29,216950.2305024194
2021-11-01,211826.74334082138
2021-11-02,213770.9834825903
2021-11-03,210743.93705294115
2021-11-04,212259.3873274782
2021-11-05,210999.40263124424
2021-11-08,212758.56061621674
2021-11-09,212824.37249643152
2021-11-10,208279.0649263714
2021-11-11,209910.65659736138
2021-11-12,211549.06104682427
2021-11-15,211244.0324098919
2021-11-16,214189.34229300957
2021-11-17,212879.36216376763
2021-11-18,213461.26212333184
2021-11-19,211293.57768653374
2021-11-22,208319.61352179985
2021-11-23,207530.57739280205
2021-11-24,209518.24867270928
2021-11-25,209518.24867270928
2021-11-26,205239.33572028618
2021-11-29,209550.76082252007
2021-11-30,203200.4773134715
2021-12-01,198184.31408639238
2021-12-02,202678.65280355143
2021-12-03,197952.17449029142
2021-12-06,198253.3587426737
2021-12-07,208020.3731174645
2021-12-08,208649.245044248
2021-12-09,203450.0423203548
2021-12-10,206464.77714478428
2021-12-13,202019.26752842127
2021-12-14,197033.1065632339
2021-12-15,201104.64302524985
2021-12-16,198146.3471676115
2021-12-17,195793.09974631792
2021-12-20,192403.76043167448
2021-12-21,199426.83286290572
2021-12-22,202579.08372359345
2021-12-23,203233.6640433277
2021-12-27,209239.80142411686
2021-12-28,208088.4524413579
2021-12-29,207711.60785394997
2021-12-30,206406.0196131141
2021-12-31,206388.55404616983
2022-01-03,202440.4383848246
2022-01-04,199895.3304322439
2022-01-05,191048.04390722737
2022-01-06,193079.99519161484
2022-01-07,189333.26102297803
2022-01-10,189156.9070693317
2022-01-11,191334.30029394777
2022-01-12,191865.1984673684
2022-01-13,184684.85000459081
2022-01-14,185361.41660682127
2022-01-17,185361.61592352352
2022-01-18,181547.3219735553
2022-01-19,180819.15172608674
2022-01-20,178465.41794979753
2022-01-21,173171.64786827864
2022-01-24,177275.56924757097
2022-01-25,172491.95124127337
2022-01-26,172971.942611139
2022-01-27,171817.1139576814
2022-01-28,176842.71283568352
2022-01-31,182134.848812085
2022-02-01,182795.96473846704
2022-02-02,186287.4366665178
2022-02-03,183456.50649229993
2022-02-04,181544.94623096148
2022-02-07,180930.2222549508
2022-02-08,180243.90081411778
2022-02-09,184586.93797841124
2022-02-10,180889.37692448468
2022-02-11,178623.40545179433
2022-02-14,177165.41912156093
2022-02-15,179195.44599088538
2022-02-16,180341.87079487758
2022-02-17,178108.52273237734
2022-02-18,176339.36434305998
2022-02-21,176339.49228563468
2022-02-22,172859.91894642598
2022-02-23,171998.30459803462
2022-02-24,174735.5156783751
2022-02-25,180538.6632676196
2022-02-28,180819.81118414545
2022-03-01,181892.58205656608
2022-03-02,185427.9137040858
2022-03-03,186632.33569060988
2022-03-04,189693.71690880955
2022-03-07,191608.4179925364
2022-03-08,188012.94454176753
2022-03-09,185385.47338679616
2022-03-10,189336.85037570735
2022-03-11,186493.25470085486
2022-03-14,183693.4652281032
2022-03-15,183532.12635613652
2022-03-16,182159.96655765906
2022-03-17,187587.24744961582
2022-03-18,187935.7546612805
2022-03-21,192709.58829506108
2022-03-22,192958.33081810098
2022-03-23,194547.0966308466
2022-03-24,196639.9360567855
2022-03-25,199726.5712142965
2022-03-28,198165.89485698196
2022-03-29,195816.95081952933
2022-03-30,196921.74378999416
2022-03-31,195058.18814386366
2022-04-01,196555.53073335576
2022-04-04,196786.45422370962
2022-04-05,195844.8598257131
2022-04-06,197784.43618377848
2022-04-07,202085.51492480084
2022-04-08,205625.60602421657
2022-04-11,200482.371675327
2022-04-12,203549.24878304245
2022-04-13,205143.86977896246
2022-04-14,205511.72139172323
2022-04-18,206835.93106905813
2022-04-19,206542.22145577602
2022-04-20,207477.34670608505
2022-04-21,202193.34309775924
2022-04-22,196249.7013158567
2022-04-25,195317.88779891224
2022-04-26,195306.5858784689
2022-04-27,196163.34798794586
2022-04-28,196791.36015574017
2022-04-29,195272.51188902714
2022-05-02,195361.95832175182
2022-05-03,196521.24447126544
2022-05-04,197647.32723300686
2022-05-05,196651.47344354622
2022-05-06,196790.6832425237
2022-05-09,194335.49017488354
2022-05-10,194737.43836754025
2022-05-11,195011.4866221673
2022-05-12,194590.77362101251
2022-05-13,195750.99599618404
2022-05-16,196777.76826713156
2022-05-17,197677.50061580425
2022-05-18,195439.66505763304
2022-05-19,195180.0391590105
2022-05-20,194513.87168705507
2022-05-23,195351.55387752265
2022-05-24,195413.58113982948
2022-05-25,196351.819994308
2022-05-26,196805.51485092388
2022-05-27,197746.60288773975
2022-05-30,197767.3175608182
2022-05-31,196951.56502636502
2022-06-01,196787.823376874
2022-06-02,197064.5463470673
2022-06-03,197255.94674194802
2022-06-06,197373.97515205466
2022-06-07,197560.49331981182
2022-06-08,196755.49275601574
2022-06-09,195316.35312422892
2022-06-10,194575.9304721837
2022-06-13,192537.11886650475
2022-06-14,193111.98638760755
2022-06-15,193520.36544480236
2022-06-16,192377.8502042965
2022-06-17,191178.90930777648
2022-06-20,191199.66491369827
2022-06-21,192858.30146880218
2022-06-22,191887.3317145826
2022-06-23,190310.42625615094
2022-06-24,191186.24793189502
2022-06-27,192166.88446242994
2022-06-28,192284.04877495754
2022-06-29,191698.24823485815
2022-06-30,191431.89959986057
2022-07-01,192059.21066665353
2022-07-04,192079.32897712596
2022-07-05,190302.23972110875
2022-07-06,190316.84565282497
2022-07-07,191941.35835675892
2022-07-08,192177.55903943477
2022-07-11,191995.8272750678
2022-07-12,191339.3995829112
2022-07-13,191762.36324744642
2022-07-14,190680.64636583818
2022-07-15,190959.78313066784
2022-07-18,191339.94157866514
2022-07-19,192515.1399788089
2022-07-20,192801.74295170148
2022-07-21,192092.6103171488
2022-07-22,191752.0558153212
2022-07-25,193466.72045498955
2022-07-26,193443.58781809072
2022-07-27,194300.90504399562
2022-07-28,196235.13423217356
2022-07-29,197810.23027231602
2022-08-01,196872.84638199414
2022-08-02,196148.63387907186
2022-08-03,193560.0462942724
2022-08-04,191905.87899960755
2022-08-05,195610.58557784336
2022-08-08,197212.4852771817
2022-08-09,199593.2576172783
2022-08-10,200509.03892015707
2022-08-11,201423.95030746542
2022-08-12,204449.39511348904
2022-08-15,205550.99004332587
2022-08-16,205177.22238130303
2022-08-17,204691.1024912097
2022-08-18,206143.87607600784
2022-08-19,208436.91592698995
2022-08-22,205954.41929070972
2022-08-23,206512.86397707535
2022-08-24,208083.04046765636
2022-08-25,209514.36965326304
2022-08-26,205466.9919476349
2022-08-29,206568.72899048196
2022-08-30,203544.5522036579
2022-08-31,202864.88156555482
2022-09-01,202653.19969405065
2022-09-02,200532.9937165889
2022-09-05,200533.1238702937
2022-09-06,201353.4965196085
2022-09-07,205535.40422892795
2022-09-08,207463.61626704145
2022-09-09,208191.72870039425
2022-09-12,208884.64775159227
2022-09-13,202925.08587912057
2022-09-14,204621.51164224686
2022-09-15,203095.91591621778
2022-09-16,202611.67860673656
2022-09-19,206021.43267126422
2022-09-20,203505.65812841902
2022-09-21,203326.94571133622
2022-09-22,202990.90735595362
2022-09-23,201822.55740703075
2022-09-26,201299.01226665993
2022-09-27,201782.13731459473
2022-09-28,203013.63033567904
2022-09-29,202225.11605567482
2022-09-30,201935.77170712728
2022-10-03,203292.98853159064
2022-10-04,204553.20512517256
2022-10-05,204331.83298469055
2022-10-06,203917.57041399516
2022-10-07,203303.96153814334
2022-10-10,203562.05237648962
2022-10-11,203567.52728614036
2022-10-12,202991.98993572546
2022-10-13,204110.30540744902
2022-10-14,203079.77251840904
2022-10-17,203827.47545557664
2022-10-18,204745.14994858654
2022-10-19,204603.3854410628
2022-10-20,204298.33806135244
2022-10-21,205636.40686535378
2022-10-24,206152.34737716592
2022-10-25,206532.63144474052
2022-10-26,206930.70979023585
2022-10-27,207701.81012097874
2022-10-28,208695.55973119047
2022-10-31,208686.49024069097
2022-11-01,209090.77262490918
2022-11-02,205904.87391747057
2022-11-03,209017.86928913475
2022-11-04,208791.83715310937
2022-11-07,209356.62199505942
2022-11-08,209325.45790770146
2022-11-09,205284.26552244843
2022-11-10,209250.06144086696
2022-11-11,204552.04305065662
2022-11-14,205855.54056735616
2022-11-15,205640.33880732695
2022-11-16,205100.48535789028
2022-11-17,206793.6229577869
2022-11-18,208359.7176409564
2022-11-21,207933.6845609063
2022-11-22,213372.9392678726
2022-11-23,211739.85303871485
2022-11-24,211740.0616156246
2022-11-25,212531.70580671143
2022-11-28,209394.72009836853
2022-11-29,209673.72137292422
2022-11-30,212729.0941198456
2022-12-01,211460.31940541207
2022-12-02,212138.10617879924
2022-12-05,208603.14579214453
2022-12-06,205971.46018417444
2022-12-07,207396.65786790516
2022-12-08,207683.8957532818
2022-12-09,203383.46340960724
2022-12-12,206839.56225813244
2022-12-13,205573.05347725298
2022-12-14,206443.27508915562
2022-12-15,204527.55672715345
2022-12-16,203528.92621148576
2022-12-19,203263.53155622346
2022-12-20,203796.0428739788
2022-12-21,206647.2006356403
2022-12-22,204667.07740438174
2022-12-23,206823.26686226507
2022-12-26,206823.38458449006
2022-12-27,207171.7607193191
2022-12-28,204806.93615649443
2022-12-29,205378.9358225743
2022-12-30,205266.98689960752
2023-01-02,205288.68891248887
2023-01-03,204431.71871933594
2023-01-04,204732.21191780173
2023-01-05,204653.12289216046
2023-01-06,205552.3602045428
2023-01-09,204910.2753902462
2023-01-10,205056.92821868166
2023-01-11,205096.9948191957
2023-01-12,205053.63894953698
2023-01-13,205377.6278907085
2023-01-16,205399.35969153565
2023-01-17,204974.1405353043
2023-01-18,204267.02961128185
2023-01-19,203935.45577578896
2023-01-20,204306.6914291527
2023-01-23,204420.4774699302
2023-01-24,204370.62209556776
2023-01-25,204508.19610727156
2023-01-26,205148.78978931892
2023-01-27,203146.74772858247
2023-01-30,202332.0240162615
2023-01-31,204324.81228277955
2023-02-01,203623.78967551506
2023-02-02,197097.58287440953
2023-02-03,197919.36527652974
2023-02-06,198199.1738997004
2023-02-07,199145.7853720368
2023-02-08,199729.75693819788
2023-02-09,198253.66618750483
2023-02-10,201464.21754926065
2023-02-13,202877.7878840894
2023-02-14,201432.88488041583
2023-02-15,202119.73386206708
2023-02-16,200509.65513010137
2023-02-17,200731.61889173547
2023-02-20,200731.7401562796
2023-02-21,199171.69960687208
2023-02-22,198240.72183000215
2023-02-23,198872.57022288893
2023-02-24,198250.1606676454
2023-02-27,199536.97491476222
2023-02-28,198871.97352112073
2023-03-01,203687.0965558565
2023-03-02,206801.13328471282
2023-03-03,210565.5942343483
2023-03-06,210105.6663058571
2023-03-07,208119.37223483642
2023-03-08,207863.0329803791
2023-03-09,201862.06804283755
2023-03-10,197671.0110182522
2023-03-13,198143.64500866018
2023-03-14,200412.13833850966
2023-03-15,195837.87264040604
2023-03-16,199823.88566441985
2023-03-17,195921.87293858302
2023-03-20,195701.64282776517
2023-03-21,197804.47861710886
2023-03-22,193279.87339247676
2023-03-23,196089.94839830094
2023-03-24,196266.89600785865
2023-03-27,196256.8285830594
2023-03-28,196386.53522073693
2023-03-29,199070.87227083786
2023-03-30,201623.604469271
2023-03-31,204212.93079469717
2023-04-03,203937.63456055775
2023-04-04,200324.47941191847
2023-04-05,198043.58332210837
2023-04-06,198838.01603905373
2023-04-10,200861.0301643795
2023-04-11,201049.52989578008
2023-04-12,201333.0815479541
2023-04-13,203925.50821813205
2023-04-14,203937.86737854438
2023-04-17,205947.42677516426
2023-04-18,207387.19649405262
2023-04-19,207130.15585955183
2023-04-20,209076.4183970539
2023-04-21,210653.11840679223
2023-04-24,210905.63835031612
2023-04-25,207346.22818948008
2023-04-26,205392.44353494226
2023-04-27,208290.08543498296
2023-04-28,208580.33745283601
2023-05-01,209855.8920087021
2023-05-02,206932.6045262105
2023-05-03,204663.3594669839
2023-05-04,201092.0601932086
2023-05-05,204461.64835955578
2023-05-08,206470.44244250483
2023-05-09,205524.42256418
2023-05-10,205417.1437554069
2023-05-11,204228.15230563242
2023-05-12,203616.26751265
2023-05-15,203967.03420487745
2023-05-16,202608.7850704585
2023-05-17,205801.94717843077
2023-05-18,208754.63272920853
2023-05-19,208807.15154869194
2023-05-22,207817.80627775952
2023-05-23,203104.72870992788
2023-05-24,201674.89022007957
2023-05-25,207310.51033069365
2023-05-26,208626.96808153734
2023-05-29,208627.1144095032
2023-05-30,208181.27400636656
2023-05-31,204827.2639413454
2023-06-01,208068.16315957363
2023-06-02,209568.10718581954
2023-06-05,209210.02281222964
2023-06-06,211184.36165318545
2023-06-07,206078.19698443104
2023-06-08,205041.07519628716
2023-06-09,205459.60533667984
2023-06-12,209003.44734823777
2023-06-13,209650.40563236029
2023-06-14,210526.6282069324
2023-06-15,212551.19797677145
2023-06-16,212008.19503594836
2023-06-19,212008.28073288783
2023-06-20,212925.98455627754
2023-06-21,212721.06292625467
2023-06-22,213631.63579597638
2023-06-23,212930.28261032965
2023-06-26,208926.16598604585
2023-06-27,211531.99354946945
2023-06-28,211473.1991842691
2023-06-29,211998.62752545625
2023-06-30,216422.80155098127
2023-07-03,215090.06107735433
2023-07-04,215090.1506943774
2023-07-05,214890.99756040794
2023-07-06,212001.1384720175
2023-07-07,212290.29932413585
2023-07-10,215411.15845646476
2023-07-11,216201.66969320606
2023-07-12,219507.41130819693
2023-07-13,220948.73872441277
2023-07-14,222465.97735079084
2023-07-17,224747.31168516618
2023-07-18,225670.62161416773
2023-07-19,224885.96996967585
2023-07-20,222004.27931143768
2023-07-21,221609.65207256514
2023-07-24,220733.18797789727
2023-07-25,223441.21822708176
2023-07-26,221044.80555663162
2023-07-27,218880.2552453267
2023-07-28,220427.0872211472
2023-07-31,220775.2087641076
2023-08-01,220341.74652367845
2023-08-02,216793.54075716654
2023-08-03,217034.4963603586
2023-08-04,216209.55032590427
2023-08-07,220006.45024291918
2023-08-08,217421.02959605725
2023-08-09,214145.007814339
2023-08-10,213628.9386087062
2023-08-11,212444.07616612126
2023-08-14,215936.90587341777
2023-08-15,214800.0130964042
2023-08-16,212230.7217410297
2023-08-17,208125.67523228633
2023-08-18,208697.68428108544
2023-08-21,211332.26283777918
2023-08-22,210797.24301373053
2023-08-23,215252.91028562837
2023-08-24,210991.6501400798
2023-08-25,211231.12083361982
2023-08-28,212626.13682700723
2023-08-29,217312.94064343965
2023-08-30,218695.00596913966
2023-08-31,219147.96446842168
2023-09-01,218387.28767883455
2023-09-04,218387.4670506387
2023-09-05,217292.1958669187
2023-09-06,217730.83298897205
2023-09-07,217721.0283299522
2023-09-08,217737.58901431
2023-09-11,219706.37485573912
2023-09-12,215050.6293463695
2023-09-13,214386.8160863634
2023-09-14,216990.82377048745
2023-09-15,212829.38095146962
2023-09-18,213300.87165774513
2023-09-19,213900.96427959044
2023-09-20,211570.56591018676
2023-09-21,206534.35066786179
2023-09-22,206943.18649857712
2023-09-25,207616.00624129808
2023-09-26,204925.95478243628
2023-09-27,206394.83533988852
2023-09-28,208470.1852442857
2023-09-29,206183.13704783784
2023-10-02,205653.83648420623
2023-10-03,201161.47127194068
2023-10-04,204714.82961067563
2023-10-05,205130.6089033676
2023-10-06,210250.8115914253
2023-10-09,211637.05766996834
2023-10-10,212820.8718582374
2023-10-11,217738.04924595662
2023-10-12,218117.89866338964
2023-10-13,214846.23896582457
2023-10-16,217083.43418219447
2023-10-17,217452.40881964288
2023-10-18,213602.49751104577
2023-10-19,211327.44972234798
2023-10-20,207855.86986944548
2023-10-23,209335.000841745
2023-10-24,209395.4090378696
2023-10-25,203720.65971203308
2023-10-26,200284.50499283898
2023-10-27,200476.63039664718
2023-10-30,203838.6733135968
2023-10-31,205695.86685365523
2023-11-01,210705.8059092636
2023-11-02,214480.73886590445
2023-11-03,217983.4579452053
2023-11-06,219786.6542153443
2023-11-07,221554.41028902802
2023-11-08,223956.4212651373
2023-11-09,223582.20488201815
2023-11-10,229640.26036147622
2023-11-13,230585.99338131066
2023-11-14,235510.2746936513
2023-11-15,232501.30415088485
2023-11-16,233815.21100794672
2023-11-17,235305.4830272919
2023-11-20,238143.1202775887
2023-11-21,236626.63009831848
2023-11-22,235597.47676865978
2023-11-23,235597.67071036936
2023-11-24,234855.09145531137
2023-11-27,234293.80677540117
2023-11-28,232719.6958896978
2023-11-29,232433.22147922427
2023-11-30,228216.01965228308
2023-12-01,227995.01858058997
2023-12-04,226724.37968044647
2023-12-05,226363.55646276704
2023-12-06,223914.74154044822
2023-12-07,225138.47434036442
2023-12-08,228547.77199050636
2023-12-11,230564.88460531502
2023-12-12,233370.5004744328
2023-12-13,233960.83138222256
2023-12-14,231871.38448124166
2023-12-15,233113.07746558203
2023-12-18,235892.21336250473
2023-12-19,237168.83413284356
2023-12-20,232861.55257766778
2023-12-21,235591.1744953924
2023-12-22,235121.42660873468
2023-12-25,235121.42660873468
2023-12-26,235985.52461212213
2023-12-27,236838.12759090113
2023-12-28,237125.93793559718
2023-12-29,236731.5598189895
2024-01-01,236731.5598189895
2024-01-02,234130.9539382522
2024-01-03,232780.89542842555
2024-01-04,232744.66197658228
2024-01-05,233826.29286266016
2024-01-08,239063.20383144068
2024-01-09,239043.36851955103
2024-01-10,241358.08908534693
2024-01-11,243015.20137096095
2024-01-12,243402.0960891311
2024-01-15,243402.0960891311
2024-01-16,243464.7470557754
2024-01-17,242669.994805104
2024-01-18,245285.08834529566
2024-01-19,250727.5185439651
2024-01-22,252162.07971645045
2024-01-23,251206.3924148147
2024-01-24,252212.43031001734
2024-01-25,254037.9561736648
2024-01-26,253543.0792205398
2024-01-29,255641.43112636256
2024-01-30,256452.5511748855
2024-01-31,250248.8122875571
2024-02-01,255941.16848612088
2024-02-02,262457.20330404025
2024-02-05,263568.43938864116
2024-02-06,261757.7180296317
2024-02-07,267488.8325269465
2024-02-08,269858.12545771594
2024-02-09,272408.7716685913
2024-02-12,271584.3289674974
2024-02-13,267814.99715302035
2024-02-14,272397.05083627795
2024-02-15,272892.9196449864
2024-02-16,271139.40899138834
2024-02-19,271139.5245479409
2024-02-20,269304.06950678496
2024-02-21,265171.1721066008
2024-02-22,276483.70978723175
2024-02-23,276737.50158474833
2024-02-26,278400.69934699225
2024-02-27,278225.3744393221
2024-02-28,277544.1682378898
2024-02-29,275403.1574591043
2024-03-01,281360.77890669915
2024-03-04,283334.4308572014
2024-03-05,280428.1145518509
2024-03-06,286145.09967171896
2024-03-07,289849.9063253752
2024-03-08,283974.5050557275
2024-03-11,278734.04088230716
2024-03-12,285461.02502795355
2024-03-13,282948.7564276033
2024-03-14,280326.2299377341
2024-03-15,279694.2455069671
2024-03-18,282627.0599124224
2024-03-19,283149.37550090166
2024-03-20,286280.82429601974
2024-03-21,289519.63903220504
2024-03-22,290336.7517803782
2024-03-25,289823.2663079343
2024-03-26,287418.6368003591
2024-03-27,286393.54231954244
2024-03-28,287396.3703090266
2024-04-01,283272.77866339206
2024-04-02,281447.6934850538
2024-04-03,283856.91549192986
2024-04-04,276270.0076570431
2024-04-05,281576.2314626328
2024-04-08,279887.81513440725
2024-04-09,276371.68144000607
2024-04-10,275521.1575202377
2024-04-11,279766.3949940603
2024-04-12,274777.9483124627
2024-04-15,270166.93839371955
2024-04-16,274122.6767536391
2024-04-17,269601.6149074197
