Date,Strategy,^TA125.TA
2021-08-06,101442.16762910363,95696.64367110019
2021-08-09,101457.95708857634,95100.11099423855
2021-08-10,101473.74900567626,96027.86451138923
2021-08-11,101489.54338078591,95845.91150455989
2021-08-12,101505.34021428788,96609.14189064965
2021-08-13,101521.13950656481,96609.14189064965
2021-08-16,101536.94125799942,95935.25541182762
2021-08-17,101552.74546897448,95695.55305697351
2021-08-18,101568.5521398728,96856.46524421821
2021-08-19,101584.36127107729,96913.66928517965
2021-08-20,101600.17286297087,96913.66928517965
2021-08-23,101615.98691593656,98077.8533148044
2021-08-24,101631.80343035742,98891.20540011833
2021-08-25,101647.62240661659,99644.62690915413
2021-08-26,101663.44384509724,99255.11141377698
2021-08-27,101679.26774618261,99255.11141377698
2021-08-30,101695.09411025602,99756.85376282365
2021-08-31,101710.92293770082,99210.44278518618
2021-09-01,101726.75422890045,99686.03034545103
2021-09-02,101742.58798423837,99514.42487265285
2021-09-03,101758.42420409815,99514.42487265285
2021-09-07,101774.26288886338,99514.42487265285
2021-09-08,101790.1040389177,99514.42487265285
2021-09-09,101805.94765464487,101284.94380610704
2021-09-10,101821.79373642865,101284.94380610704
2021-09-13,101837.64228465289,101288.76095555042
2021-09-14,101853.49329970148,101607.45303355494
2021-09-15,101869.34678195839,101607.45303355494
2021-09-16,101885.20273180764,101607.45303355494
2021-09-17,101901.06114963331,101607.45303355494
2021-09-20,101916.92203581955,101607.45303355494
2021-09-21,101932.78539075053,101607.45303355494
2021-09-22,101948.65121481054,101061.04205591748
2021-09-23,101964.51950838388,101811.74367972273
2021-09-24,101980.39027185494,101811.74367972273
2021-09-27,101996.26350560815,101811.74367972273
2021-09-28,102012.13921002802,101811.74367972273
2021-09-29,102028.0173854991,101239.72987045291
2021-09-30,102043.89803240602,101549.70368553016
2021-10-01,102059.78115113346,101549.70368553016
2021-10-04,102075.66674206614,100866.56028680364
2021-10-05,102091.55480558886,101255.52382503131
2021-10-06,102107.4453420865,100268.93699581533
2021-10-07,102123.33835194397,101399.34523794378
2021-10-08,102139.23383554623,101399.34523794378
2021-10-11,102155.13179327833,102242.65596131064
2021-10-12,102171.03222552537,102663.22735895352
2021-10-13,102186.93513267252,103216.17537126491
2021-10-14,102202.84051510498,104073.10547104295
2021-10-15,102218.74837320803,104073.10547104295
2021-10-18,102234.65870736701,103716.82045609877
2021-10-19,102250.57151796733,103957.0681180162
2021-10-20,102266.48680539442,104244.70429375498
2021-10-21,102282.40457003383,104944.74556135885
2021-10-22,102298.32481227112,104944.74556135885
2021-10-25,102314.24753249194,105465.54705727783
2021-10-26,102330.17273108196,105751.00865484939
2021-10-27,102346.10040842695,105332.07982848266
2021-10-28,102362.03056491274,104785.12354378185
2021-10-29,102377.96320092521,104785.12354378185
2021-11-01,102393.89831685029,105666.57251115172
2021-11-02,102409.83591307397,107196.29847562512
2021-11-03,102425.77598998231,107104.77334010406
2021-11-04,102441.71854796144,107761.77525022102
2021-11-05,102457.66358739753,107761.77525022102
2021-11-08,102473.61110867682,108234.09761819197
2021-11-09,102489.5611121856,107981.32119399
2021-11-10,102505.51359831025,107256.76770888046
2021-11-11,102521.46856743717,107775.3946266322
2021-11-12,102537.42601995285,107775.3946266322
2021-11-15,102553.38595624383,108594.73843955672
2021-11-16,102569.3483766967,108215.0251711474
2021-11-17,102585.31328169812,108046.14623366592
2021-11-18,102601.28067163481,108122.96137864912
2021-11-19,102617.25054689356,108122.96137864912
2021-11-22,102633.2229078612,108987.51912722777
2021-11-23,102649.19775492464,108241.17995992923
2021-11-24,102665.17508847083,107777.57585488557
2021-11-25,102681.15490888679,108396.43952099951
2021-11-26,102697.13721655961,108396.43952099951
2021-11-29,102713.12201187642,107416.38972645746
2021-11-30,102729.10929522442,106624.28466635532
2021-12-01,102745.0990669909,108040.15450605533
2021-12-02,102761.09132756315,106693.47216253792
2021-12-03,102777.08607732857,106693.47216253792
2021-12-06,102793.08331667459,107356.46580026548
2021-12-07,102809.08304598872,109358.51413270982
2021-12-08,102825.08526565852,108902.53102638062
2021-12-09,102841.08997607161,108839.34190789473
2021-12-10,102857.0971776157,108839.34190789473
2021-12-13,102873.1068706785,107905.59666313349
2021-12-14,102889.11905564784,107240.96710421592
2021-12-15,102905.13373291156,107211.55377322633
2021-12-16,102921.15090285761,108611.6230082618
2021-12-17,102937.17056587397,108611.6230082618
2021-12-20,102953.19272234867,106245.6686621588
2021-12-21,102969.21737266982,107552.03818350598
2021-12-22,102985.2445172256,108862.76351127373
2021-12-23,103001.27415640422,110446.4283244147
2021-12-27,103017.30629059399,111240.70796268406
2021-12-28,103033.34092018324,112222.38702832999
2021-12-29,103049.3780455604,111744.08623292073
2021-12-30,103065.41766711391,112174.99851450864
2021-12-31,103081.45978523232,112174.99851450864
2022-01-03,103097.50440030421,113827.85082383221
2022-01-04,103113.55151271824,113919.36930926713
2022-01-05,103129.60112286313,114842.76036991109
2022-01-06,103145.65323112761,113917.18808101378
2022-01-07,103161.70783790055,113917.18808101378
2022-01-10,103177.76494357083,112752.46539441185
2022-01-11,103193.82454852741,114893.42072611247
2022-01-12,103209.8866531593,116655.77335378886
2022-01-13,103225.95125785556,117385.76660935952
2022-01-14,103242.01836300534,117385.76660935952
2022-01-17,103258.08796899783,116829.55340475425
2022-01-18,103274.1600762223,115457.81353666782
2022-01-19,103290.23468506805,114818.79345946875
2022-01-20,103306.31179592446,115266.05165278455
2022-01-21,103322.39140918096,115266.05165278455
2022-01-24,103338.47352522706,107760.13932903101
2022-01-25,103354.55814445233,108376.82841697775
2022-01-26,103370.64526724636,110913.29762175225
2022-01-27,103386.73489399886,110231.23818706626
2022-01-28,103402.82702509954,110231.23818706626
2022-01-31,103418.92166093823,110702.46994091054
2022-02-01,103435.01880190478,111027.69905358898
2022-02-02,103451.11844838911,112205.50910971104
2022-02-03,103467.2206007812,111375.81111266924
2022-02-04,103483.32525947111,111375.81111266924
2022-02-07,103499.43242484893,111383.98406853317
2022-02-08,103515.54209730483,111163.89281770085
2022-02-09,103531.65427722904,113665.50892102465
2022-02-10,103547.76896501184,113674.22053386578
2022-02-11,103563.88616104359,113674.22053386578
2022-02-14,103580.00586571469,111240.70796268406
2022-02-15,103596.1280794156,112679.46074878586
2022-02-16,103612.25280253687,113880.1471012236
2022-02-17,103628.38003546908,113315.2089836049
2022-02-18,103644.50977860288,113315.2089836049
2022-02-21,103660.64203232898,112899.00669255486
2022-02-22,103676.77679703817,113138.15709025948
2022-02-23,103692.91407312127,113057.53144591904
2022-02-24,103709.05386096917,109628.72043268019
2022-02-25,103725.19616097285,109628.72043268019
2022-02-28,103741.3409735233,112088.37449247148
2022-03-01,103757.48829901162,111393.2476385238
2022-03-02,103773.63813782892,111918.41159094946
2022-03-03,103789.79049036643,111096.34124270825
2022-03-04,103805.94535701539,111096.34124270825
2022-03-07,103822.10273816712,109870.05205863816
2022-03-08,103838.26263421301,108781.04725280662
2022-03-09,103854.42504554451,110880.06714131929
2022-03-10,103870.58997255312,110145.16612217858
2022-03-11,103886.75741563039,110145.16612217858
2022-03-14,103902.92737516796,108765.25329822821
2022-03-15,103919.09985155752,109039.27009755581
2022-03-16,103935.27484519081,110930.73414760681
2022-03-17,103951.45235645963,110930.73414760681
2022-03-18,103967.63238575586,110930.73414760681
2022-03-21,103983.81493347144,113294.5139155426
2022-03-22,103999.99999999834,114589.99059579529
2022-03-23,104016.18758572864,114783.3751006963
2022-03-24,104032.37769105443,115246.43389867664
2022-03-25,104048.57031636788,115246.43389867664
2022-03-28,104064.76546206126,114860.19689576565
2022-03-29,104080.96312852684,115304.1832467014
2022-03-30,104097.16331615698,115434.39193328882
2022-03-31,104113.36602534409,114386.79056375417
2022-04-01,104129.57125648067,114386.79056375417
2022-04-04,104145.77900995925,116493.4314509813
2022-04-05,104161.98928617244,117304.0503508924
2022-04-06,104178.2020855129,115481.78044711017
2022-04-07,104194.41740837334,115511.2004281859
2022-04-08,104210.63525514657,115511.2004281859
2022-04-11,104226.85562622543,114644.46810144003
2022-04-12,104243.07852200282,115002.9210444653
2022-04-13,104259.3039428717,114724.0031316538
2022-04-14,104275.53188922512,115544.43755870499
2022-04-15,104291.76236145617,115544.43755870499
2022-04-18,104307.99535995799,116157.8548042717
2022-04-19,104324.2308851238,116803.40526605854
2022-04-20,104340.46893734687,117318.21503436693
2022-04-21,104356.70951702054,117318.21503436693
2022-04-22,104372.95262453821,117318.21503436693
2022-04-25,104389.19826029334,114554.0269299595
2022-04-26,104405.44642467945,114623.75973320544
2022-04-27,104421.69711809012,113838.19835786335
2022-04-28,104437.95034091898,115044.86978782553
2022-04-29,104454.20609355974,115044.86978782553
2022-05-02,104470.46437640618,110261.74878226867
2022-05-03,104486.7251898521,110299.3350691222
2022-05-04,104502.98853429142,110299.3350691222
2022-05-05,104519.25441011805,110299.3350691222
2022-05-06,104535.52281772603,110299.3350691222
2022-05-09,104551.79375750943,105632.25141659209
2022-05-10,104568.06722986237,106344.81479639433
2022-05-11,104584.34323517904,107238.79252604871
2022-05-12,104600.62177385371,105913.35055765694
2022-05-13,104616.90284628069,105913.35055765694
2022-05-16,104633.18645285437,107427.8278746153
2022-05-17,104649.47259396917,109086.1266044861
2022-05-18,104665.7612700196,108584.38425543944
2022-05-19,104682.05248140023,105761.90814603002
2022-05-20,104698.34622850566,105761.90814603002
2022-05-23,104714.64251173059,107215.9095796469
2022-05-24,104730.94133146977,104536.16426902328
2022-05-25,104747.24268811801,103141.53480444891
2022-05-26,104763.54658207018,105777.15679354509
2022-05-27,104779.85301372121,105777.15679354509
2022-05-30,104796.16198346608,107638.65555545701
2022-05-31,104812.47349169986,107199.57031800516
2022-06-01,104828.78753881765,108308.18622785847
2022-06-02,104845.10412521464,107123.84578714863
2022-06-03,104861.42325128606,107123.84578714863
2022-06-06,104877.74491742722,107876.17668205776
2022-06-07,104894.06912403347,106592.14480004903
2022-06-08,104910.39587150024,107185.40563453063
2022-06-09,104926.72516022301,105791.3214770196
2022-06-10,104943.05699059734,105791.3214770196
2022-06-13,104959.39136301882,99991.10304704437
2022-06-14,104975.72827788313,100648.65026422466
2022-06-15,104992.067735586,101994.78730067873
2022-06-16,105008.40973652322,99503.53203155835
2022-06-17,105024.75428109063,99503.53203155835
2022-06-20,105041.10136968417,101296.38195426487
2022-06-21,105057.4510026998,103195.47365311645
2022-06-22,105073.80318053358,103140.99614747171
2022-06-23,105090.15790358158,102530.29878713556
2022-06-24,105106.51517223999,102530.29878713556
2022-06-27,105122.87498690502,104092.17126800139
2022-06-28,105139.23734797296,105241.10000002492
2022-06-29,105155.60225584015,105070.58514135343
2022-06-30,105171.969710903,102766.73594969577
2022-07-01,105188.33971355799,102766.73594969577
2022-07-04,105204.71226420165,104015.35612301818
2022-07-05,105221.08736323056,102967.2094464202
2022-07-06,105237.4650110414,102704.08548818708
2022-07-07,105253.84520803086,104453.35739642948
2022-07-08,105270.22795459574,104453.35739642948
2022-07-11,105286.61325113288,104888.6321345241
2022-07-12,105303.00109803917,104931.67149201101
2022-07-13,105319.39149571159,104427.20925773379
2022-07-14,105335.78444454716,103594.24606839809
2022-07-15,105352.17994494297,103594.24606839809
2022-07-18,105368.57799729616,106059.35319882276
2022-07-19,105384.97860200395,105928.60585525815
2022-07-20,105401.3817594636,107106.40926129407
2022-07-21,105417.78747007248,108230.28046874859
2022-07-22,105434.19573422795,108230.28046874859
2022-07-25,105450.60655232749,107281.28657647228
2022-07-26,105467.01992476861,106598.68183472296
2022-07-27,105483.4358519489,107520.98228124024
2022-07-28,105499.85433426601,108243.35453809644
2022-07-29,105516.27537211764,108243.35453809644
2022-08-01,105532.69896590155,109294.22775001112
2022-08-02,105549.12511601558,108515.19675925683
2022-08-03,105565.55382285763,109396.64572662668
2022-08-04,105581.98508682565,109709.89138408397
2022-08-05,105598.41890831765,109709.89138408397
2022-08-08,105614.8552877317,111602.43939817548
2022-08-09,105631.29422546596,111237.44277039016
2022-08-10,105647.73572191861,113258.00494264347
2022-08-11,105664.17977748794,113967.84843721516
2022-08-12,105680.62639257226,113967.84843721516
2022-08-15,105697.07556756996,114793.1906278364
2022-08-16,105713.52730287949,114771.93695253847
2022-08-17,105729.98159889937,113540.75330507063
2022-08-18,105746.43845602816,114866.1819732901
2022-08-19,105762.8978746645,114866.1819732901
2022-08-22,105779.3598552071,113023.21700144555
2022-08-23,105795.82439805471,113931.35276448831
2022-08-24,105812.29150360616,115424.57640614873
2022-08-25,105828.76117226033,115249.16043399333
2022-08-26,105845.23340441617,115249.16043399333
2022-08-29,105861.70820047267,113541.8439191973
2022-08-30,105878.18556082892,112993.25171330648
2022-08-31,105894.66548588405,113120.18855751387
2022-09-01,105911.14797603725,112402.71076405543
2022-09-02,105927.63303168779,112402.71076405543
2022-09-05,105944.12065323498,111994.6747787832
2022-09-06,105960.61084107819,110928.55291935345
2022-09-07,105977.10359561688,110181.66844499156
2022-09-08,105993.59891725055,111162.26354659697
2022-09-09,106010.09680637877,111162.26354659697
2022-09-12,106026.59726340117,112896.82546430151
2022-09-13,106043.10028871744,111595.35705643822
2022-09-14,106059.60588272734,109943.60201132749
2022-09-15,106076.11404583068,109496.8824749889
2022-09-16,106092.62477842734,109496.8824749889
2022-09-19,106109.13808091727,108872.5723883277
2022-09-20,106125.65395370046,108198.68590950566
2022-09-21,106142.17239717698,108709.6851784568
2022-09-22,106158.69341174696,107398.40789353957
2022-09-23,106175.2169978106,107398.40789353957
2022-09-26,106191.74315576814,107398.40789353957
2022-09-27,106208.2718860199,107398.40789353957
2022-09-28,106224.80318896625,104643.48335912275
2022-09-29,106241.33706500764,102773.27298436969
2022-09-30,106257.87351454457,102773.27298436969
2022-10-03,106274.4125379776,102461.11129095295
2022-10-04,106290.95413570735,102461.11129095295
2022-10-05,106307.49830813453,102461.11129095295
2022-10-06,106324.04505565987,103817.60251152431
2022-10-07,106340.5943786842,103817.60251152431
2022-10-10,106357.14627760838,103817.60251152431
2022-10-11,106373.70075283336,102619.09738733993
2022-10-12,106390.25780476014,103185.6647760625
2022-10-13,106406.81743378978,103996.29032605974
2022-10-14,106423.3796403234,103996.29032605974
2022-10-17,106439.9444247622,103996.29032605974
2022-10-18,106456.51178750742,105127.24387525153
2022-10-19,106473.08172896039,105028.09109092985
2022-10-20,106489.65424952246,104605.89042218309
2022-10-21,106506.22934959509,104605.89042218309
2022-10-24,106522.80702957977,104957.27432364337
2022-10-25,106539.38728987805,105967.28940632449
2022-10-26,106555.97013089158,106832.38581188033
2022-10-27,106572.55555302204,106745.22313286597
2022-10-28,106589.14355667119,106745.22313286597
2022-10-31,106605.73414224082,106845.46653131432
2022-11-01,106622.32731013282,106845.46653131432
2022-11-02,106638.92306074913,106601.94702701685
2022-11-03,106655.52139449175,104940.92841191549
2022-11-04,106672.12231176274,104940.92841191549
2022-11-07,106688.72581296421,104756.7941768328
2022-11-08,106705.33189849838,105928.06054819482
2022-11-09,106721.94056876747,105609.91377725362
2022-11-10,106738.55182417382,108600.18486010397
2022-11-11,106755.16566511978,108600.18486010397
2022-11-14,106771.78209200782,107207.73662378296
2022-11-15,106788.40110524042,108171.99246374662
2022-11-16,106805.02270522015,106623.73935929198
2022-11-17,106821.64689234964,104320.97413167486
2022-11-18,106838.27366703158,104320.97413167486
2022-11-21,106854.90302966871,103997.92624724976
2022-11-22,106871.53498066386,104352.57534100393
2022-11-23,106888.16952041989,103616.58370773654
2022-11-24,106904.80664933975,103863.36175424178
2022-11-25,106921.44636782644,103863.36175424178
2022-11-28,106938.08867628303,101913.07104221161
2022-11-29,106954.73357511265,103396.49245690422
2022-11-30,106971.38106471849,102777.62879079026
2022-12-01,106988.0311455038,104302.45364177976
2022-12-02,107004.6838178719,104302.45364177976
2022-12-05,107021.33908222617,103818.14781858765
2022-12-06,107037.99693897006,102633.8073778778
2022-12-07,107054.65738850705,101034.34861015844
2022-12-08,107071.32043124075,101758.902095268
2022-12-09,107087.98606757475,101758.902095268
2022-12-12,107104.65429791276,100900.88138136327
2022-12-13,107121.32512265853,102122.80810892665
2022-12-14,107137.9985422159,101316.53836534999
2022-12-15,107154.67455698871,100471.59837087925
2022-12-16,107171.35316738095,100471.59837087925
2022-12-19,107188.0343737966,99622.28926981566
2022-12-20,107204.71817663976,98933.69280045576
2022-12-21,107221.40457631453,99762.3001833709
2022-12-22,107238.09357322511,98774.0774329649
2022-12-23,107254.78516777577,98774.0774329649
2022-12-26,107271.47936037084,97502.02900617734
2022-12-27,107288.1761514147,98187.35363315722
2022-12-28,107304.87554131179,98372.57848236657
2022-12-29,107321.57753046663,98928.24637990851
2022-12-30,107338.28211928379,98928.24637990851
2023-01-02,107354.9893081679,98586.67135550219
2023-01-03,107371.69909752368,98850.8925779481
2023-01-04,107388.41148775587,99059.53903053647
2023-01-05,107405.12647926931,98599.20676787283
2023-01-06,107421.84407246888,98599.20676787283
2023-01-09,107438.56426775955,100948.81520224796
2023-01-10,107455.28706554632,100553.85328632356
2023-01-11,107472.01246623427,100704.21173390995
2023-01-12,107488.74047022854,100830.05796399065
2023-01-13,107505.47107793434,100830.05796399065
2023-01-16,107522.20428975693,102777.08348372692
2023-01-17,107538.94010610165,102985.72993631529
2023-01-18,107555.6785273739,103056.00804662457
2023-01-19,107572.4195539791,101291.48084078096
2023-01-20,107589.1631863228,101291.48084078096
2023-01-23,107605.90942481057,101428.76521901951
2023-01-24,107622.65826984806,101364.4788363208
2023-01-25,107639.409721841,99616.84284926842
2023-01-26,107656.16378119514,98610.64491603067
2023-01-27,107672.92044831632,98610.64491603067
2023-01-30,107689.67972361043,98060.96874609932
2023-01-31,107645.25183369133,99445.23737647025
2023-02-01,107865.62259514803,100110.41224245114
2023-02-02,108040.55546168552,102288.42185411423
2023-02-03,108542.72796055648,102288.42185411423
2023-02-06,107708.2410341809,100750.5229337769
2023-02-07,107551.29765305373,100721.10295270117
2023-02-08,107412.52924682974,100185.59146624434
2023-02-09,106858.97890544306,99213.70797748008
2023-02-10,106822.29383518915,99213.70797748008
2023-02-13,106538.98082966142,99932.26973497905
2023-02-14,106803.45220497141,99683.84911719766
2023-02-15,106836.01002156943,100349.56264015577
2023-02-16,106379.64450126214,99435.98045656577
2023-02-17,106221.14887325978,99435.98045656577
2023-02-20,105638.47124881952,98780.06916057548
2023-02-21,105224.19698602291,96797.6319321529
2023-02-22,104517.97857308622,96342.74609003651
2023-02-23,104518.45029895208,95596.94557971517
2023-02-24,104554.16075604262,95596.94557971517
2023-02-27,103700.30693233326,94005.65976785976
2023-02-28,103882.17081418238,94495.95731866246
2023-03-01,103962.22562776363,94768.34484688618
2023-03-02,104162.23373378796,94531.91433441211
2023-03-03,103849.26631530159,94531.91433441211
2023-03-06,104127.68315486191,97105.43116906294
2023-03-07,104797.77810071921,97105.43116906294
2023-03-08,104401.61187369969,97080.91230147112
2023-03-09,104663.35582511874,97545.06171357812
2023-03-10,104835.18962841647,97545.06171357812
2023-03-13,104063.57204691907,93732.7269325727
2023-03-14,103999.50649904516,94908.35576044141
2023-03-15,103608.73532151093,93374.81264652463
2023-03-16,103600.02166180813,93265.3123281718
2023-03-17,103343.72858171731,93265.3123281718
2023-03-20,103305.22704514759,93932.66177231992
2023-03-21,103788.44648666965,94779.23768798067
2023-03-22,103910.77388507983,94978.62722066455
2023-03-23,104527.19056992665,96933.28038920142
2023-03-24,105102.6063791484,96933.28038920142
2023-03-27,104395.55111634919,96469.67628415776
2023-03-28,104594.57881706458,95534.84707535597
2023-03-29,104833.72692253983,93860.74774082062
2023-03-30,104644.76168870731,94159.82871480337
2023-03-31,104586.12849257437,94159.82871480337
2023-04-03,104758.76626646229,94370.65639564508
2023-04-04,105045.38534400731,94671.37329081786
2023-04-05,105220.88752137645,94671.37329081786
2023-04-06,105171.40644525473,94671.37329081786
2023-04-07,105183.59354484617,94671.37329081786
2023-04-10,105223.1886820093,94908.8944174186
2023-04-11,105023.92790150811,94908.8944174186
2023-04-12,104781.49358629258,94908.8944174186
2023-04-13,104623.04361604643,94537.36075495936
2023-04-14,104697.6591673742,94537.36075495936
2023-04-17,104412.68254050499,93727.28051202545
2023-04-18,104630.50428258048,94098.26886742137
2023-04-19,104425.03240747725,93532.25343584828
2023-04-20,104423.79061060192,92869.80510518407
2023-04-21,104420.93438906386,92869.80510518407
2023-04-24,104395.41938837554,94258.98149912505
2023-04-25,104468.32273210397,94258.98149912505
2023-04-26,104606.9603614031,94258.98149912505
2023-04-27,104568.22857177234,94688.80981667242
2023-04-28,104508.29172366767,94688.80981667242
2023-05-01,105419.43383056427,96089.96966583456
2023-05-02,105543.35273896474,96612.40708294354
2023-05-03,105524.75488486633,97767.87949972715
2023-05-04,105434.6155385822,97429.02436055137
2023-05-05,105315.25451228148,97429.02436055137
2023-05-08,105444.90324611691,97463.345455111
2023-05-09,105297.03154916725,96678.32938683227
2023-05-10,104739.24977149072,97905.70253494289
2023-05-11,104851.5810376614,98812.75433394511
2023-05-12,104957.45905711717,98812.75433394511
2023-05-15,104389.3975309966,98719.05462025681
2023-05-16,104781.22390934148,98156.84303795482
2023-05-17,105653.81588763365,99470.3015511254
2023-05-18,104554.92354875835,99506.25191678891
2023-05-19,104641.00051459987,99506.25191678891
2023-05-22,103625.91104498078,98312.65455617459
2023-05-23,104220.53217380492,97251.42716014262
2023-05-24,102539.13381397563,96251.76626157878
2023-05-25,102034.64268143613,96251.76626157878
2023-05-26,101754.24504528959,96251.76626157878
2023-05-29,102917.43089275325,96690.85814911677
2023-05-30,101169.84352931015,96051.29276485436
2023-05-31,102361.3012920719,95314.75582452364
2023-06-01,100900.17839831213,94318.3601182537
2023-06-02,100598.60808817054,94318.3601182537
2023-06-05,102310.36443388862,96302.97857492963
2023-06-06,101798.84761755008,95841.01039107598
2023-06-07,103644.15897143597,97612.06798150737
2023-06-08,105276.12442487871,98036.4498785075
2023-06-09,105270.83845592814,98036.4498785075
2023-06-12,106531.820754535,99253.47549258696
2023-06-13,106741.94399723163,99878.88284346099
2023-06-14,108676.49700347226,99568.35707123426
2023-06-15,107884.56712256743,100468.32652849921
2023-06-16,109001.93579188902,100468.32652849921
2023-06-19,109099.1937789798,100068.46349909091
2023-06-20,105908.9470132379,99938.80676965298
2023-06-21,105414.94341162316,98759.36744242703
2023-06-22,105179.5163225496,98620.99245006182
2023-06-23,104936.25981614708,98620.99245006182
2023-06-26,104005.25073677424,97576.11761584386
2023-06-27,103393.93961959443,96585.71363718451
2023-06-28,102355.15975316709,96792.18551160565
2023-06-29,102953.52107928769,96874.44707713611
2023-06-30,102466.4381593587,96874.44707713611
2023-07-03,102910.8132404094,97567.94465997993
2023-07-04,103957.02115105605,98042.44160611808
2023-07-05,104059.26359352589,98835.09197328356
2023-07-06,103835.66055429129,97742.81532507199
2023-07-07,103308.9474332881,97742.81532507199
2023-07-10,105066.91110733058,97279.75652709167
