Ticker,Momentum_Score,Weight,Close
MU,4.832351351853771,0.1,372.2699890136719
NEM,4.282697434797004,0.1,120.87000274658203
GLW,3.798076981238216,0.1,130.40499877929688
GOOGL,3.579056239473658,0.1,317.8699951171875
GOOG,3.5725004232206374,0.1,317.989990234375
JNJ,3.529558182254342,0.1,238.6999969482422
APH,3.2555467423333573,0.1,145.18499755859375
IVZ,3.0004440286783494,0.1,27.34000015258789
CAT,2.8797343332562404,0.1,741.7050170898438
C,2.7786558643040156,0.1,122.1500015258789
