Date,Ticker,Shares,Price,Value,Weight
<<<<<<< HEAD
2025-03-03,HWM,105,130.69912719726562,13723.40835571289,0.10419781416519813
2025-03-03,BSX,131,104.87000274658203,13737.970359802246,0.10430837919078406
2025-03-03,GDDY,48,177.69000244140625,8529.1201171875,0.06475910720775094
2025-09-02,CASH,1,,219.37683332099004,0.0013756944710230637
2025-09-02,PLTR,105,157.08999633789062,16494.449615478516,0.10343536641984694
2025-09-02,TPR,163,102.04545593261719,16633.4093170166,0.10430677152770192
2025-09-02,HWM,96,173.0198516845703,16609.90576171875,0.1041593826234901
2025-09-02,PM,101,164.3426971435547,16598.612411499023,0.10408856293290832
2025-09-02,GEV,28,579.0120849609375,16212.33837890625,0.10166626955355167
2025-09-02,CAH,111,148.6924591064453,16504.86296081543,0.10350066767061249
2025-09-02,NRG,115,144.2880401611328,16593.124618530273,0.10405414942474092
2025-09-02,GE,60,274.73974609375,16484.384765625,0.10337225055621835
2025-09-02,DASH,68,244.10000610351562,16598.800415039062,0.10408974188798141
2025-09-02,CME,40,262.9245300292969,10516.981201171875,0.06595114293192475
>>>>>>> e659b3b (Update momentum strategy files and comparisons)
